username,repo_name,stars,repo_url
flutter,flutter,https://github.com//flutter/flutter,90100
facebook,react-native,https://github.com//facebook/react-native,90100
justjavac,free-programming-books-zh_CN,https://github.com//justjavac/free-programming-books-zh_CN,90100
Genymobile,scrcpy,https://github.com//Genymobile/scrcpy,90100
Hack-with-Github,Awesome-Hacking,https://github.com//Hack-with-Github/Awesome-Hacking,90100
google,material-design-icons,https://github.com//google/material-design-icons,90100
Solido,awesome-flutter,https://github.com//Solido/awesome-flutter,90100
wasabeef,awesome-android-ui,https://github.com//wasabeef/awesome-android-ui,90100
square,okhttp,https://github.com//square/okhttp,90100
android,architecture-samples,https://github.com//android/architecture-samples,90100
square,retrofit,https://github.com//square/retrofit,90100
dcloudio,uni-app,https://github.com//dcloudio/uni-app,90100
fastlane,fastlane,https://github.com//fastlane/fastlane,90100
PhilJay,MPAndroidChart,https://github.com//PhilJay/MPAndroidChart,90100
laurent22,joplin,https://github.com//laurent22/joplin,90100
skylot,jadx,https://github.com//skylot/jadx,90100
airbnb,lottie-android,https://github.com//airbnb/lottie-android,90100
shadowsocks,shadowsocks-android,https://github.com//shadowsocks/shadowsocks-android,90100
bumptech,glide,https://github.com//bumptech/glide,90100
xitu,gold-miner,https://github.com//xitu/gold-miner,90100
